toolCode,sectionTitle,indicatorCode,prompt,type,options,stages,isQualitative
HDMA,Sex Education,HDMA-0685,Does the learner understand consent and personal boundaries?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Sex Education,HDMA-0686,Can the learner identify harassment or exploitation?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Sex Education,HDMA-0687,Does the learner maintain privacy in personal situations?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Sex Education,HDMA-0688,Does the learner dress appropriately for different environments?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Sex Education,HDMA-0689,Does the learner understand emotional safety in relationships?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Sex Education,HDMA-0690,Does the learner recognize unsafe relationships?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Sex Education,HDMA-0691,Does the learner know where to seek help in case of abuse?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Sex Education,HDMA-0692,Does the learner understand online safety in relationships?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Self-Advocacy,HDMA-0693,Does the learner understand personal strengths and challenges?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Self-Advocacy,HDMA-0694,Does the learner understand disability rights and legal protections?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Self-Advocacy,HDMA-0695,Can the learner request accommodations when required?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Self-Advocacy,HDMA-0696,Can the learner communicate personal needs assertively?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Self-Advocacy,HDMA-0697,Can the learner negotiate appropriately in work or daily situations?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Self-Advocacy,HDMA-0698,Does the learner maintain confidence during challenges?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Self-Advocacy,HDMA-0699,Does the learner believe in personal abilities and growth?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Self-Advocacy,HDMA-0700,Does the learner understand accountability for personal actions?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Self-Advocacy,HDMA-0701,Does the learner understand gender equality and inclusion?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Self-Advocacy,HDMA-0702,Can the learner make independent decisions regarding education or employment?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Self-Advocacy,HDMA-0703,Can the learner advocate for peers when appropriate?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Safety,HDMA-0704,"Can the learner respond appropriately to abuse, aggression, or neglect?",SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Safety,HDMA-0705,Can the learner use household appliances safely?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Safety,HDMA-0706,Does the learner know what to do if lost?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Safety,HDMA-0707,Can the learner seek help from appropriate authorities?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Safety,HDMA-0708,Does the learner use personal protective equipment correctly?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Safety,HDMA-0709,Can the learner identify workplace hazards?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Safety,HDMA-0710,Does the learner follow workplace safety protocols?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Safety,HDMA-0711,Can the learner report unsafe situations?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Safety,HDMA-0712,Does the learner maintain healthy eating habits?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Safety,HDMA-0713,Does the learner follow regular sleep routines?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Safety,HDMA-0714,Does the learner exercise consistently?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Safety,HDMA-0715,Can the learner use public transport safely?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Safety,HDMA-0716,Can the learner use mobility aids appropriately?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Safety,HDMA-0717,Can the learner communicate during travel emergencies?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Safety,HDMA-0718,Does the learner know emergency contact numbers?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Safety,HDMA-0719,Can the learner follow evacuation procedures?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Safety,HDMA-0720,Does the learner respond appropriately during natural disasters?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Financial Literacy,HDMA-0721,Does the learner understand the value of employment and income?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Financial Literacy,HDMA-0722,Can the learner prepare a monthly budget?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Financial Literacy,HDMA-0723,Can the learner plan savings effectively?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Financial Literacy,HDMA-0724,Does the learner understand government benefits or welfare schemes?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Financial Literacy,HDMA-0725,Can the learner withdraw money using an ATM?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Financial Literacy,HDMA-0726,Can the learner check account balances independently?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Financial Literacy,HDMA-0727,Can the learner write or understand cheque usage?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Financial Literacy,HDMA-0728,Can the learner use digital banking safely?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Financial Literacy,HDMA-0729,Can the learner recognize financial scams?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Financial Literacy,HDMA-0730,Does the learner understand basic investments?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Financial Literacy,HDMA-0731,Can the learner distinguish between needs and wants?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Financial Literacy,HDMA-0732,Can the learner plan for long-term financial goals?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Soft Skills,HDMA-0733,Does the learner communicate clearly and confidently?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Soft Skills,HDMA-0734,Can the learner manage emotions during communication?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Soft Skills,HDMA-0735,Does the learner collaborate effectively with colleagues?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Soft Skills,HDMA-0736,Does the learner contribute positively to team projects?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Soft Skills,HDMA-0737,Can the learner adapt to changing situations?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Soft Skills,HDMA-0738,Does the learner remain motivated during setbacks?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Soft Skills,HDMA-0739,Does the learner solve problems using logical thinking?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Soft Skills,HDMA-0740,Does the learner demonstrate creativity when needed?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Soft Skills,HDMA-0741,Can the learner lead tasks independently?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Soft Skills,HDMA-0742,Can the learner delegate responsibilities appropriately?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Soft Skills,HDMA-0743,Does the learner mentor or support peers?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Soft Skills,HDMA-0744,Does the learner demonstrate responsibility and accountability?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Soft Skills,HDMA-0745,Is the learner punctual and reliable?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Soft Skills,HDMA-0746,Does the learner maintain workplace ethics?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Soft Skills,HDMA-0747,Can the learner prioritize tasks effectively?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Soft Skills,HDMA-0748,Does the learner manage stress while meeting deadlines?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Soft Skills,HDMA-0749,Can the learner plan work schedules independently?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Physical Fitness,HDMA-0750,Does the learner participate regularly in sports or exercise?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Physical Fitness,HDMA-0751,Can the learner perform strengthening exercises safely?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Physical Fitness,HDMA-0752,Does the learner maintain proper posture?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Physical Fitness,HDMA-0753,Can the learner perform flexibility exercises?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Physical Fitness,HDMA-0754,Does the learner participate in indoor fitness activities?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Physical Fitness,HDMA-0755,Does the learner participate in outdoor recreational activities?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Physical Fitness,HDMA-0756,Does the learner demonstrate endurance during physical activity?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Physical Fitness,HDMA-0757,Does the learner maintain an active lifestyle?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Vocational Exposure,HDMA-0758,Can the learner establish or manage an independent vocational unit?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Vocational Exposure,HDMA-0759,Can the learner apply vocational skills in real-world settings?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Vocational Exposure,HDMA-0760,Can the learner calculate product pricing independently?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Vocational Exposure,HDMA-0761,Can the learner estimate production costs?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Vocational Exposure,HDMA-0762,Can the learner market products or services effectively?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Vocational Exposure,HDMA-0763,Can the learner interact professionally with customers?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Vocational Exposure,HDMA-0764,Can the learner manage inventory or stock?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Vocational Exposure,HDMA-0765,Can the learner complete work within deadlines?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Vocational Exposure,HDMA-0766,Can the learner work independently without continuous supervision?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Vocational Exposure,HDMA-0767,Can the learner supervise or train others when required?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Vocational Exposure,HDMA-0768,Does the learner demonstrate entrepreneurial thinking?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Vocational Exposure,HDMA-0769,Can the learner evaluate the success of a vocational activity and make improvements?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Independent Living,HDMA-0770,Can the learner live independently or with minimal support?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Independent Living,HDMA-0771,Can the learner prepare complete meals independently?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Independent Living,HDMA-0772,Can the learner maintain household cleanliness?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Independent Living,HDMA-0773,Can the learner manage laundry and clothing care?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Independent Living,HDMA-0774,Can the learner organize and maintain personal documents?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Independent Living,HDMA-0775,Can the learner independently access community resources?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Independent Living,HDMA-0776,Can the learner complete shopping independently?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Independent Living,HDMA-0777,Can the learner participate in civic or social activities?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Independent Living,HDMA-0778,Can the learner seek assistance appropriately when required?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Independent Living,HDMA-0779,Can the learner travel independently using public transportation?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Independent Living,HDMA-0780,Can the learner plan travel routes safely?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Independent Living,HDMA-0781,Can the learner manage transportation payments independently?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Independent Living,HDMA-0782,Can the learner schedule appointments independently?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Independent Living,HDMA-0783,Can the learner manage medications responsibly (if applicable)?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Independent Living,HDMA-0784,Can the learner renew documents or complete basic administrative tasks?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Independent Living,HDMA-0785,Can the learner maintain long-term friendships?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Independent Living,HDMA-0786,Can the learner resolve interpersonal conflicts appropriately?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Independent Living,HDMA-0787,Can the learner participate appropriately in workplace social interactions?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Independent Living,HDMA-0788,Can the learner volunteer or contribute to community activities?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Independent Living,HDMA-0789,Can the learner respect public property and community rules?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Independent Living,HDMA-0790,Can the learner assist others when appropriate?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Independent Living,HDMA-0791,"Can the learner use mobile applications for daily living (maps, banking, payments)?",SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Independent Living,HDMA-0792,Can the learner order essential services online safely?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Independent Living,HDMA-0793,Can the learner identify online scams and protect personal information?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Independent Living,HDMA-0794,Can the learner independently contact emergency services when needed?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Independent Living,HDMA-0795,Can the learner manage unexpected situations calmly?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
HDMA,Independent Living,HDMA-0796,Can the learner follow emergency procedures without assistance?,SCALE,3 — Independent|2 — With Prompt|1 — Needs Support|0 — Not Applicable,ADVANCED,false
III,Section A: Parent/Caregiver Interview,III-0001,What activities does your child enjoy the most?,FREE_TEXT,,EARLY_CHILDHOOD,true
III,Section A: Parent/Caregiver Interview,III-0002,"If your child has free time without any instructions, what do they usually choose to do first?",FREE_TEXT,,EARLY_CHILDHOOD,true
III,Section A: Parent/Caregiver Interview,III-0003,Does your child prefer indoor play or outdoor play? Please describe.,FREE_TEXT,,EARLY_CHILDHOOD,true
III,Section A: Parent/Caregiver Interview,III-0004,"Does your child enjoy playing alone, with one person, or in groups?",FREE_TEXT,,EARLY_CHILDHOOD,true
III,Section A: Parent/Caregiver Interview,III-0005,"Does your child show more interest in people, animals, plants, vehicles, toys, gadgets, or nature?",FREE_TEXT,,EARLY_CHILDHOOD,true
III,Section A: Parent/Caregiver Interview,III-0006,"Which pretend play activities does your child enjoy most? (Cooking, doctor, teacher, shopkeeper, cleaner, driver, etc.)",FREE_TEXT,,EARLY_CHILDHOOD,true
III,Section A: Parent/Caregiver Interview,III-0007,"Where does your child appear happiest and most relaxed? (Quiet room, playground, music room, outdoors, sensory area, etc.)",FREE_TEXT,,EARLY_CHILDHOOD,true
III,Section A: Parent/Caregiver Interview,III-0008,What activities does your child usually engage in during free time?,FREE_TEXT,,EARLY_CHILDHOOD,true
III,Section A: Parent/Caregiver Interview,III-0009,What do family members or teachers often praise your child for?,FREE_TEXT,,EARLY_CHILDHOOD,true
III,Section A: Parent/Caregiver Interview,III-0010,Which household activities does your child voluntarily participate in?,FREE_TEXT,,EARLY_CHILDHOOD,true
III,Section A: Parent/Caregiver Interview,III-0011,"Which television shows, cartoons, videos, games, or apps does your child repeatedly choose?",FREE_TEXT,,EARLY_CHILDHOOD,true
III,Section A: Parent/Caregiver Interview,III-0012,"In which environments does your child appear calm, focused, or excited?",FREE_TEXT,,EARLY_CHILDHOOD,true
III,Section A: Parent/Caregiver Interview,III-0013,"Does your child voluntarily help with household chores? If yes, which ones?",FREE_TEXT,,EARLY_CHILDHOOD,true
III,Section A: Parent/Caregiver Interview,III-0014,Which toys or materials does your child consistently choose?,FREE_TEXT,,EARLY_CHILDHOOD,true
III,Section A: Parent/Caregiver Interview,III-0015,Which activities or environments does your child actively avoid?,FREE_TEXT,,EARLY_CHILDHOOD,true
III,Section A: Parent/Caregiver Interview,III-0016,Has your child ever pretended to perform a particular job or occupation? Please describe.,FREE_TEXT,,EARLY_CHILDHOOD,true
III,Section A: Parent/Caregiver Interview,III-0017,"Has your child developed an unusually strong interest in any object, topic, place, or activity?",FREE_TEXT,,EARLY_CHILDHOOD,true
III,Section A: Parent/Caregiver Interview,III-0018,What motivates your child the most?,FREE_TEXT,,EARLY_CHILDHOOD,true
III,Section A: Parent/Caregiver Interview,III-0019,What rewards or praise make your child happiest?,FREE_TEXT,,EARLY_CHILDHOOD,true
III,Section A: Parent/Caregiver Interview,III-0020,"If your child could spend an entire day doing one activity, what would it be?",FREE_TEXT,,EARLY_CHILDHOOD,true
III,Creative Interests,III-0021,Enjoys painting or finger painting,SCALE,3 — Frequently chooses independently|2 — Sometimes chooses independently|1 — Rarely chooses (only with prompting)|0 — Never chooses / avoids,EARLY_CHILDHOOD,false
III,Creative Interests,III-0022,Enjoys music or singing,SCALE,3 — Frequently chooses independently|2 — Sometimes chooses independently|1 — Rarely chooses (only with prompting)|0 — Never chooses / avoids,EARLY_CHILDHOOD,false
III,Creative Interests,III-0023,Enjoys dancing or movement activities,SCALE,3 — Frequently chooses independently|2 — Sometimes chooses independently|1 — Rarely chooses (only with prompting)|0 — Never chooses / avoids,EARLY_CHILDHOOD,false
III,Creative Interests,III-0024,Enjoys art and craft,SCALE,3 — Frequently chooses independently|2 — Sometimes chooses independently|1 — Rarely chooses (only with prompting)|0 — Never chooses / avoids,EARLY_CHILDHOOD,false
III,Creative Interests,III-0025,Enjoys storytelling or pretend play,SCALE,3 — Frequently chooses independently|2 — Sometimes chooses independently|1 — Rarely chooses (only with prompting)|0 — Never chooses / avoids,EARLY_CHILDHOOD,false
III,Construction & Problem Solving,III-0026,Enjoys stacking blocks,SCALE,3 — Frequently chooses independently|2 — Sometimes chooses independently|1 — Rarely chooses (only with prompting)|0 — Never chooses / avoids,EARLY_CHILDHOOD,false
III,Construction & Problem Solving,III-0027,Enjoys puzzles,SCALE,3 — Frequently chooses independently|2 — Sometimes chooses independently|1 — Rarely chooses (only with prompting)|0 — Never chooses / avoids,EARLY_CHILDHOOD,false
III,Construction & Problem Solving,III-0028,Enjoys matching games,SCALE,3 — Frequently chooses independently|2 — Sometimes chooses independently|1 — Rarely chooses (only with prompting)|0 — Never chooses / avoids,EARLY_CHILDHOOD,false
III,Construction & Problem Solving,III-0029,Enjoys sorting objects,SCALE,3 — Frequently chooses independently|2 — Sometimes chooses independently|1 — Rarely chooses (only with prompting)|0 — Never chooses / avoids,EARLY_CHILDHOOD,false
III,Construction & Problem Solving,III-0030,Enjoys building toys,SCALE,3 — Frequently chooses independently|2 — Sometimes chooses independently|1 — Rarely chooses (only with prompting)|0 — Never chooses / avoids,EARLY_CHILDHOOD,false
III,Construction & Problem Solving,III-0031,Enjoys assembling simple items,SCALE,3 — Frequently chooses independently|2 — Sometimes chooses independently|1 — Rarely chooses (only with prompting)|0 — Never chooses / avoids,EARLY_CHILDHOOD,false
III,Household Activities,III-0032,Enjoys wiping tables,SCALE,3 — Frequently chooses independently|2 — Sometimes chooses independently|1 — Rarely chooses (only with prompting)|0 — Never chooses / avoids,EARLY_CHILDHOOD,false
III,Household Activities,III-0033,Enjoys watering plants,SCALE,3 — Frequently chooses independently|2 — Sometimes chooses independently|1 — Rarely chooses (only with prompting)|0 — Never chooses / avoids,EARLY_CHILDHOOD,false
III,Household Activities,III-0034,Enjoys organizing toys,SCALE,3 — Frequently chooses independently|2 — Sometimes chooses independently|1 — Rarely chooses (only with prompting)|0 — Never chooses / avoids,EARLY_CHILDHOOD,false
III,Household Activities,III-0035,Enjoys helping in the kitchen,SCALE,3 — Frequently chooses independently|2 — Sometimes chooses independently|1 — Rarely chooses (only with prompting)|0 — Never chooses / avoids,EARLY_CHILDHOOD,false
III,Household Activities,III-0036,Enjoys carrying objects,SCALE,3 — Frequently chooses independently|2 — Sometimes chooses independently|1 — Rarely chooses (only with prompting)|0 — Never chooses / avoids,EARLY_CHILDHOOD,false
III,Household Activities,III-0037,Enjoys cleaning activities,SCALE,3 — Frequently chooses independently|2 — Sometimes chooses independently|1 — Rarely chooses (only with prompting)|0 — Never chooses / avoids,EARLY_CHILDHOOD,false
III,Nature & Animals,III-0038,Enjoys gardening,SCALE,3 — Frequently chooses independently|2 — Sometimes chooses independently|1 — Rarely chooses (only with prompting)|0 — Never chooses / avoids,EARLY_CHILDHOOD,false
III,Nature & Animals,III-0039,Enjoys feeding animals,SCALE,3 — Frequently chooses independently|2 — Sometimes chooses independently|1 — Rarely chooses (only with prompting)|0 — Never chooses / avoids,EARLY_CHILDHOOD,false
III,Nature & Animals,III-0040,Enjoys observing birds or insects,SCALE,3 — Frequently chooses independently|2 — Sometimes chooses independently|1 — Rarely chooses (only with prompting)|0 — Never chooses / avoids,EARLY_CHILDHOOD,false
III,Nature & Animals,III-0041,Enjoys outdoor exploration,SCALE,3 — Frequently chooses independently|2 — Sometimes chooses independently|1 — Rarely chooses (only with prompting)|0 — Never chooses / avoids,EARLY_CHILDHOOD,false
III,Nature & Animals,III-0042,Enjoys caring for pets,SCALE,3 — Frequently chooses independently|2 — Sometimes chooses independently|1 — Rarely chooses (only with prompting)|0 — Never chooses / avoids,EARLY_CHILDHOOD,false
III,Technology,III-0043,Enjoys using tablets or phones,SCALE,3 — Frequently chooses independently|2 — Sometimes chooses independently|1 — Rarely chooses (only with prompting)|0 — Never chooses / avoids,EARLY_CHILDHOOD,false
III,Technology,III-0044,Enjoys educational apps,SCALE,3 — Frequently chooses independently|2 — Sometimes chooses independently|1 — Rarely chooses (only with prompting)|0 — Never chooses / avoids,EARLY_CHILDHOOD,false
III,Technology,III-0045,Enjoys watching learning videos,SCALE,3 — Frequently chooses independently|2 — Sometimes chooses independently|1 — Rarely chooses (only with prompting)|0 — Never chooses / avoids,EARLY_CHILDHOOD,false
III,Technology,III-0046,Enjoys interacting with digital devices,SCALE,3 — Frequently chooses independently|2 — Sometimes chooses independently|1 — Rarely chooses (only with prompting)|0 — Never chooses / avoids,EARLY_CHILDHOOD,false
III,Social Interests,III-0047,Enjoys playing with peers,SCALE,3 — Frequently chooses independently|2 — Sometimes chooses independently|1 — Rarely chooses (only with prompting)|0 — Never chooses / avoids,EARLY_CHILDHOOD,false
